3000, 2.786064, 21.673946, 2.941054, 21.642767, 2.985674, 21.601150, 3.130332, 21.630608, 3.318135, 21.635664, 3.362844, 21.640133, 3.004475, 21.520261, 3.164847, 21.567197, 3.094131, 21.608632, 3.303957, 21.693515
6000, 2.346507, 21.636357, 2.211416, 21.597043, 2.178759, 21.601150, 2.563726, 21.549290, 2.481786, 21.611300, 2.532414, 21.616945, 2.376199, 21.520261, 2.496441, 21.567197, 2.432772, 21.598211, 2.377903, 21.561088
9000, 2.035863, 21.636357, 1.911086, 21.595942, 1.950864, 21.601150, 2.009556, 21.549290, 2.080395, 21.380447, 2.131100, 21.591893, 1.981640, 21.520261, 2.036121, 21.567197, 2.106795, 21.575501, 1.941847, 21.561088
12000, 1.822290, 21.564634, 1.804358, 21.588794, 1.832650, 21.583602, 1.693240, 21.499806, 1.684764, 21.380447, 1.833180, 21.439841, 1.748554, 21.458364, 1.757661, 21.567190, 1.911145, 21.575501, 1.677377, 21.561088
15000, 1.674859, 21.516342, 1.643824, 21.588794, 1.696082, 21.536474, 1.595631, 21.471292, 1.585623, 21.380447, 1.623096, 21.433449, 1.651262, 21.458364, 1.576981, 21.405368, 1.711968, 21.485932, 1.578787, 21.561088
18000, 1.592197, 21.451582, 1.561380, 21.425592, 1.609744, 21.490309, 1.501999, 21.409497, 1.491896, 21.380447, 1.433722, 21.307577, 1.529065, 21.458364, 1.458049, 21.351703, 1.629261, 21.485932, 1.486473, 21.524826
21000, 1.481043, 21.366531, 1.460718, 21.343552, 1.456163, 21.430000, 1.400396, 21.407878, 1.395741, 21.361746, 1.388727, 21.264254, 1.437156, 21.359884, 1.410157, 21.333610, 1.533594, 21.419057, 1.413799, 21.496559
24000, 1.367675, 21.274388, 1.341292, 21.245354, 1.413345, 21.393935, 1.345120, 21.381009, 1.361268, 21.298546, 1.324179, 21.193383, 1.399558, 21.343890, 1.336703, 21.262483, 1.425597, 21.419057, 1.343507, 21.351039
27000, 1.357885, 21.216013, 1.292315, 21.111463, 1.381804, 21.282922, 1.320431, 21.256866, 1.281899, 21.246885, 1.299847, 21.127168, 1.335933, 21.343890, 1.285725, 21.206143, 1.362635, 21.370409, 1.294362, 21.323298
30000, 1.313082, 21.137520, 1.254362, 21.064832, 1.338646, 21.282922, 1.256223, 21.223728, 1.266575, 21.246885, 1.266998, 21.089234, 1.312386, 21.273219, 1.245864, 21.140160, 1.324550, 21.255987, 1.267490, 21.222691
33000, 1.294523, 21.113203, 1.242332, 20.997315, 1.285913, 21.251527, 1.225929, 21.115518, 1.248314, 21.222882, 1.240398, 21.045689, 1.278529, 21.273219, 1.220104, 21.053980, 1.301357, 21.255987, 1.243072, 21.120646
36000, 1.261825, 21.063297, 1.215562, 20.946146, 1.242749, 21.185337, 1.226151, 21.058676, 1.218525, 21.159396, 1.225638, 21.013921, 1.262222, 21.273219, 1.214298, 21.009707, 1.248700, 21.200423, 1.216797, 21.067587
39000, 1.233690, 20.992243, 1.213158, 20.859751, 1.227786, 21.093268, 1.199535, 20.985954, 1.201010, 21.053351, 1.213779, 20.978850, 1.247871, 21.221584, 1.213521, 20.945485, 1.226089, 21.163970, 1.212789, 20.957106
42000, 1.205351, 20.971358, 1.203173, 20.829634, 1.188309, 21.082042, 1.190623, 20.881747, 1.187542, 21.048323, 1.196585, 20.944365, 1.227690, 21.068739, 1.208299, 20.945485, 1.198675, 21.092117, 1.201171, 20.910059
45000, 1.199908, 20.885804, 1.199876, 20.766683, 1.172543, 21.004585, 1.188046, 20.881747, 1.174161, 20.994279, 1.196177, 20.895373, 1.225703, 20.773494, 1.189878, 20.899149, 1.186736, 20.980366, 1.184754, 20.847853
48000, 1.180890, 20.861097, 1.169083, 20.761765, 1.167731, 20.952571, 1.183295, 20.881747, 1.165870, 20.984829, 1.190068, 20.859151, 1.212486, 20.474402, 1.175991, 20.893167, 1.178036, 20.949548, 1.167861, 20.827573
51000, 1.172695, 20.850461, 1.175259, 20.737542, 1.154929, 20.873222, 1.167070, 20.881747, 1.162083, 20.972005, 1.165876, 20.859151, 1.201210, 20.138404, 1.171004, 20.815898, 1.169048, 20.910819, 1.164140, 20.792309
54000, 1.170279, 20.841193, 1.166922, 20.725835, 1.141728, 20.873222, 1.159608, 20.849653, 1.151366, 20.971250, 1.160490, 20.817748, 1.190404, 19.759794, 1.162863, 20.790121, 1.168748, 20.816291, 1.159870, 20.792309
57000, 1.163059, 20.804579, 1.159843, 20.685490, 1.135804, 20.873222, 1.148419, 20.791374, 1.153577, 20.958335, 1.154581, 20.797605, 1.181024, 19.345618, 1.157412, 20.788656, 1.156410, 20.780971, 1.146947, 20.752515
60000, 1.157107, 20.754740, 1.152013, 20.684804, 1.132041, 20.858276, 1.147137, 20.748140, 1.148103, 20.954054, 1.149960, 20.773911, 1.164726, 19.005198, 1.141933, 20.774462, 1.144841, 20.780971, 1.135606, 20.744683
63000, 1.158656, 20.754740, 1.149635, 20.684804, 1.127732, 20.824427, 1.142114, 20.600470, 1.142762, 20.945915, 1.143230, 20.773911, 1.156123, 18.672831, 1.140481, 20.758854, 1.140226, 20.774538, 1.142230, 20.705057
66000, 1.149970, 20.731876, 1.141432, 20.663534, 1.127411, 20.808857, 1.136231, 20.404774, 1.124152, 20.871860, 1.141007, 20.733118, 1.147377, 17.840291, 1.138890, 20.758854, 1.133172, 20.700939, 1.138464, 20.695306
69000, 1.149157, 20.724428, 1.135549, 20.663534, 1.120209, 20.774035, 1.132341, 19.903842, 1.129369, 20.871860, 1.134013, 20.733118, 1.143729, 17.399812, 1.134362, 20.737010, 1.126800, 20.678543, 1.137178, 20.654621
72000, 1.142870, 20.651262, 1.129001, 20.606821, 1.115009, 20.765687, 1.127396, 19.758348, 1.134545, 20.871860, 1.125737, 20.732836, 1.137577, 17.083884, 1.134890, 20.641550, 1.121544, 20.671859, 1.133494, 20.597748
75000, 1.134627, 20.651262, 1.121263, 20.603319, 1.111796, 20.731481, 1.121260, 19.047567, 1.131833, 20.838301, 1.123766, 20.711435, 1.125737, 16.900794, 1.134648, 20.641550, 1.119568, 20.648369, 1.124713, 20.595997
78000, 1.129136, 20.651262, 1.114899, 20.603319, 1.111934, 20.731481, 1.117741, 18.846470, 1.125353, 20.786546, 1.119495, 20.711253, 1.130368, 16.394211, 1.128031, 20.641550, 1.115894, 20.610630, 1.120763, 20.594863
81000, 1.126701, 20.622012, 1.115433, 20.603319, 1.110087, 20.696265, 1.110224, 18.484296, 1.123747, 20.786546, 1.117641, 20.632230, 1.119443, 16.181733, 1.125346, 20.641550, 1.111638, 20.603291, 1.119462, 20.589535
84000, 1.126027, 20.622012, 1.117633, 20.594898, 1.110692, 20.636226, 1.112322, 18.258831, 1.125401, 20.786546, 1.110705, 20.632230, 1.114412, 15.791328, 1.122102, 20.641550, 1.107682, 20.603291, 1.119554, 20.569467
87000, 1.127632, 20.606680, 1.114390, 20.587780, 1.107541, 20.628728, 1.112005, 17.601432, 1.121552, 20.503705, 1.111365, 20.631673, 1.113404, 15.493910, 1.124820, 20.641550, 1.104555, 20.595916, 1.114762, 20.553117
90000, 1.120598, 20.587096, 1.111482, 20.587780, 1.102605, 20.617476, 1.112282, 17.152696, 1.123610, 19.995532, 1.106366, 20.627225, 1.107983, 15.254438, 1.123521, 20.641550, 1.102825, 20.591379, 1.114968, 20.553117
93000, 1.112852, 20.287425, 1.110955, 20.579647, 1.097918, 20.612601, 1.110686, 17.097173, 1.119046, 19.583238, 1.107285, 20.599318, 1.102869, 14.833800, 1.125552, 20.618686, 1.101424, 20.562607, 1.111458, 20.551212
96000, 1.107636, 19.751839, 1.111335, 20.571883, 1.095605, 20.604472, 1.102480, 16.871774, 1.111253, 19.340939, 1.111523, 20.597963, 1.105064, 14.465967, 1.117800, 20.606104, 1.098823, 20.549364, 1.108909, 20.539291
99000, 1.104855, 19.207220, 1.111610, 20.571883, 1.095485, 20.581299, 1.104177, 16.761653, 1.105088, 18.983010, 1.106308, 20.319148, 1.104577, 14.189535, 1.113889, 20.604982, 1.098812, 20.545117, 1.106304, 20.530760
102000, 1.104018, 18.715669, 1.105348, 20.563230, 1.093188, 20.571880, 1.097891, 16.219386, 1.105836, 18.846208, 1.106779, 19.772708, 1.108047, 13.918444, 1.115478, 20.604982, 1.095370, 20.538368, 1.105432, 20.506255
105000, 1.105769, 18.210855, 1.102069, 20.562033, 1.094148, 20.562896, 1.093911, 15.916927, 1.102942, 18.512494, 1.108390, 19.347202, 1.106154, 13.518359, 1.113673, 20.591684, 1.090233, 20.538368, 1.104797, 20.506255
108000, 1.105890, 17.998026, 1.098329, 20.552705, 1.091883, 20.542357, 1.090972, 15.626114, 1.102962, 18.263880, 1.105414, 18.949467, 1.101187, 13.189708, 1.110143, 20.575973, 1.093434, 20.525139, 1.103513, 20.505607
111000, 1.098574, 17.847776, 1.097217, 20.536486, 1.092001, 20.542357, 1.091671, 15.152128, 1.101999, 18.003912, 1.098687, 18.797961, 1.093839, 12.683862, 1.109689, 20.575243, 1.086397, 20.516238, 1.101870, 20.496984
114000, 1.100078, 17.830078, 1.095012, 20.536486, 1.088611, 20.532822, 1.086903, 14.975156, 1.097446, 17.629091, 1.097532, 18.462024, 1.090341, 12.541129, 1.106771, 20.575243, 1.082894, 20.509344, 1.104881, 20.492739
117000, 1.088894, 17.363524, 1.096220, 20.531606, 1.088691, 20.525284, 1.085031, 14.705851, 1.098986, 17.629091, 1.096335, 18.210075, 1.090151, 12.085242, 1.108017, 20.575243, 1.085173, 20.501307, 1.101875, 20.491480
120000, 1.091442, 17.277182, 1.096442, 20.511327, 1.086421, 20.515753, 1.081444, 14.178705, 1.099714, 17.427755, 1.095059, 17.852625, 1.086598, 11.796926, 1.108026, 20.546334, 1.075597, 20.493673, 1.102787, 20.482532
123000, 1.090852, 17.188096, 1.095463, 20.496815, 1.082565, 20.514531, 1.078790, 13.856533, 1.096270, 17.131825, 1.093075, 17.600794, 1.084224, 11.551990, 1.103290, 20.546334, 1.067490, 20.477731, 1.098892, 20.479394
126000, 1.089968, 16.658672, 1.092058, 20.486241, 1.086022, 20.508258, 1.076575, 13.604567, 1.095201, 16.688004, 1.091301, 17.088134, 1.082130, 11.343724, 1.103408, 20.546334, 1.065136, 20.477731, 1.098478, 20.478386
129000, 1.087552, 16.392802, 1.091697, 20.467097, 1.085315, 20.499295, 1.079450, 13.209518, 1.091275, 16.256883, 1.090960, 16.865054, 1.081352, 10.699820, 1.102287, 20.538306, 1.056692, 20.470735, 1.094447, 20.472322
132000, 1.082306, 16.193414, 1.092483, 20.457618, 1.084464, 20.488954, 1.078764, 13.170489, 1.087353, 16.065293, 1.092875, 16.336056, 1.075509, 10.290797, 1.103374, 20.538306, 1.060452, 20.461449, 1.086750, 20.461944
135000, 1.082864, 16.121412, 1.093843, 20.445798, 1.083010, 20.479894, 1.077423, 12.957838, 1.087369, 15.506197, 1.087627, 15.487222, 1.079721, 10.146518, 1.102714, 20.524567, 1.063953, 20.461449, 1.087495, 20.461560
138000, 1.080989, 15.850941, 1.093134, 20.289932, 1.081212, 20.476630, 1.078133, 12.899761, 1.085517, 15.058726, 1.090135, 15.295359, 1.070619, 9.976750, 1.103966, 20.524567, 1.060851, 20.459377, 1.079121, 20.458826
141000, 1.076741, 15.493825, 1.088450, 20.289932, 1.081721, 20.466254, 1.077659, 12.662720, 1.083506, 14.844933, 1.088903, 14.919259, 1.069067, 9.593352, 1.100244, 20.519289, 1.041906, 20.449691, 1.083782, 20.456769
144000, 1.074954, 14.530876, 1.092290, 20.289932, 1.082039, 20.459856, 1.076113, 12.460758, 1.082004, 14.332244, 1.085060, 14.535677, 1.047426, 9.352187, 1.100676, 20.519289, 1.034018, 20.444733, 1.086708, 20.446415
147000, 1.072170, 13.507160, 1.089755, 20.247524, 1.082148, 20.450715, 1.076018, 12.130951, 1.080561, 13.946090, 1.085184, 14.220991, 1.035125, 8.948147, 1.098363, 20.519289, 1.034808, 20.440334, 1.083254, 20.446415
150000, 1.071417, 13.187839, 1.089645, 19.822743, 1.082088, 20.450281, 1.075738, 11.801065, 1.080641, 13.709703, 1.084204, 13.848962, 1.022282, 8.712300, 1.098844, 20.519289, 1.033525, 20.430107, 1.080404, 20.446415
153000, 1.057789, 13.092790, 1.086661, 19.162353, 1.080646, 20.447420, 1.074234, 11.462648, 1.079108, 13.351656, 1.082198, 13.400382, 1.011504, 8.073950, 1.101060, 20.519289, 1.089781, 20.428842, 1.079825, 20.438333
156000, 1.041378, 13.001004, 1.084374, 18.924784, 1.077055, 20.447420, 1.062427, 11.106554, 1.077755, 13.135932, 1.081823, 13.011259, 0.993730, 7.967136, 1.097848, 20.519289, 1.087346, 20.422329, 1.077930, 20.437219
159000, 1.030258, 12.595985, 1.084611, 18.708702, 1.080687, 20.442431, 1.060864, 11.002811, 1.075324, 12.739991, 1.080391, 12.563989, 0.977191, 7.763393, 1.097860, 20.519289, 1.082662, 20.419818, 1.078458, 20.437219
162000, 1.023914, 12.454235, 1.081064, 18.167765, 1.078991, 20.442431, 1.051124, 10.835095, 1.073477, 12.530026, 1.075479, 12.283759, 0.967471, 7.520748, 1.098064, 20.519289, 1.085267, 20.416299, 1.076864, 20.434441
